customer_id,first_name,last_name,phone,email,street,location_label,state,zip_code,latitude,longitude
15,Linnie,Branch,NULL,linnie.branch@gmail.com,314 South Columbia Ave. ,"Plattsburgh, NY",NY,12901,42.0,-76.0
16,Emmitt,Sanchez,(212) 945-8823,emmitt.sanchez@hotmail.com,461 Squaw Creek Road ,"New York, NY",NY,10002,40.7128,-74.006
17,Caren,Stephens,NULL,caren.stephens@msn.com,914 Brook St. ,"Scarsdale, NY",NY,10583,40.9893,-73.7785
18,Georgetta,Hardin,NULL,georgetta.hardin@aol.com,474 Chapel Dr. ,"Canandaigua, NY",NY,14424,42.887,-77.2808
19,Lizzette,Stein,NULL,lizzette.stein@yahoo.com,19 Green Hill Lane ,"Orchard Park, NY",NY,14127,42.7664,-78.7439
20,Aleta,Shepard,NULL,aleta.shepard@aol.com,684 Howard St. ,"Sugar Land, TX",TX,77478,29.6196,-95.6349
21,Tobie,Little,NULL,tobie.little@gmail.com,10 Silver Spear Dr. ,"Victoria, TX",TX,77904,28.8053,-97.0036
22,Adelle,Larsen,NULL,adelle.larsen@gmail.com,683 West Kirkland Dr. ,"East Northport, NY",NY,11731,41.43,-73.62
23,Kaylee,English,NULL,kaylee.english@msn.com,8786 Fulton Rd. ,"Hollis, NY",NY,11423,41.19,-73.46
24,Corene,Wall,NULL,corene.wall@msn.com,9601 Ocean Rd. ,"Atwater, CA",CA,95301,37.3477,-120.609
25,Regenia,Vaughan,NULL,regenia.vaughan@gmail.com,44 Stonybrook Street ,"Mahopac, NY",NY,10541,41.73,-73.82
26,Theo,Reese,(562) 215-2907,theo.reese@gmail.com,8755 W. Wild Horse St. ,"Long Beach, NY",NY,11561,40.5887,-73.6579
27,Santos,Valencia,NULL,santos.valencia@yahoo.com,7479 Carpenter Street ,"Sunnyside, NY",NY,11104,40.7432,-73.9196
28,Jeanice,Frost,NULL,jeanice.frost@hotmail.com,76 Devon Lane ,"Ossining, NY",NY,10562,41.1629,-73.8615
29,Syreeta,Hendricks,NULL,syreeta.hendricks@msn.com,193 Spruce Road ,"Mahopac, NY",NY,10541,41.73,-73.82
30,Jamaal,Albert,NULL,jamaal.albert@gmail.com,853 Stonybrook Street ,"Torrance, CA",CA,90505,33.8358,-118.3406
31,Williemae,Holloway,(510) 246-8375,williemae.holloway@msn.com,69 Cypress St. ,"Oakland, CA",CA,94603,37.8044,-122.2712
32,Araceli,Golden,NULL,araceli.golden@msn.com,12 Ridgeview Ave. ,"Fullerton, CA",CA,92831,33.8704,-117.9242
33,Deloris,Burke,NULL,deloris.burke@hotmail.com,895 Edgemont Drive ,"Palos Verdes Peninsula, CA",CA,90274,36.24,-120.74
34,Brittney,Woodward,NULL,brittney.woodward@aol.com,960 River St. ,"East Northport, NY",NY,11731,41.43,-73.62
35,Guillermina,Noble,NULL,guillermina.noble@msn.com,6 Del Monte Lane ,"Baldwinsville, NY",NY,13027,43.07,-76.81
36,Bernita,Mcdaniel,NULL,bernita.mcdaniel@hotmail.com,2 Peg Shop Ave. ,"Liverpool, NY",NY,13090,43.7,-77.2
37,Melia,Brady,NULL,melia.brady@gmail.com,907 Shirley Rd. ,"Maspeth, NY",NY,11378,42.84,-73.56
38,Zelma,Browning,NULL,zelma.browning@aol.com,296 Second Street ,"Astoria, NY",NY,11102,40.7722,-73.93
39,Janetta,Aguirre,(717) 670-2634,janetta.aguirre@aol.com,214 Second Court ,"Lancaster, NY",NY,14086,43.76,-79.22
40,Ronna,Butler,NULL,ronna.butler@gmail.com,9438 Plymouth Court ,"Encino, CA",CA,91316,34.1592,-118.5011
41,Kathie,Freeman,NULL,kathie.freeman@msn.com,667 Temple Dr. ,"Queensbury, NY",NY,12804,42.0,-76.0
42,Tangela,Quinn,NULL,tangela.quinn@aol.com,4 S. Purple Finch Road ,"Richmond Hill, NY",NY,11418,40.6996,-73.8302
43,Mozelle,Carter,(281) 489-9656,mozelle.carter@aol.com,895 Chestnut Ave. ,"Houston, TX",TX,77016,29.7604,-95.3698
44,Onita,Johns,NULL,onita.johns@msn.com,32 Glen Creek Lane ,"Elmont, NY",NY,11003,40.59,-73.06
45,Bennett,Armstrong,NULL,bennett.armstrong@aol.com,688 Walnut Street ,"Bethpage, NY",NY,11714,40.92,-73.28
46,Monika,Berg,NULL,monika.berg@gmail.com,369 Vernon Dr. ,"Encino, CA",CA,91316,34.1592,-118.5011
47,Bridgette,Guerra,NULL,bridgette.guerra@hotmail.com,9982 Manor Drive ,"San Lorenzo, CA",CA,94580,38.3,-122.8
48,Cesar,Jackson,NULL,cesar.jackson@gmail.com,8068 N. Griffin Ave. ,"Liverpool, NY",NY,13090,43.7,-77.2
49,Caroll,Hays,NULL,caroll.hays@yahoo.com,9381 Wrangler St. ,"Fairport, NY",NY,14450,43.0984,-77.4422
50,Cleotilde,Booth,NULL,cleotilde.booth@gmail.com,17 Corona St. ,"Sugar Land, TX",TX,77478,29.6196,-95.6349
51,Gertrud,Rhodes,NULL,gertrud.rhodes@aol.com,9961 Meadowbrook Street ,"Merrick, NY",NY,11566,40.6629,-73.5515
52,Tu,Ramirez,NULL,tu.ramirez@hotmail.com,24 W. Courtland Street ,"East Elmhurst, NY",NY,11369,42.57,-73.38
53,Saturnina,Garner,NULL,saturnina.garner@gmail.com,8538 Fairground St. ,"Glendora, CA",CA,91740,35.9,-120.4
54,Fran,Yang,NULL,fran.yang@hotmail.com,440 Pearl St. ,"Utica, NY",NY,13501,42.81,-76.03
55,Diana,Guerra,NULL,diana.guerra@hotmail.com,45 Chapel Ave. ,"Merrick, NY",NY,11566,40.6629,-73.5515
56,Lolita,Mosley,(281) 363-3309,lolita.mosley@hotmail.com,376 S. High Ridge St. ,"Houston, TX",TX,77016,29.7604,-95.3698
57,Pamala,Henry,NULL,pamala.henry@aol.com,197 Bridgeton Ave. ,"Bronx, NY",NY,10451,40.8448,-73.8648
58,Damien,Dorsey,NULL,damien.dorsey@yahoo.com,161 Old York Street ,"Central Islip, NY",NY,11722,41.16,-73.44
59,Latasha,Stanley,NULL,latasha.stanley@gmail.com,8068 Fordham Drive ,"Rockville Centre, NY",NY,11570,42.6,-73.4
60,Neil,Mccall,NULL,neil.mccall@gmail.com,7476 Oakland Dr. ,"San Carlos, CA",CA,94070,38.2,-123.7
61,Elinore,Aguilar,NULL,elinore.aguilar@msn.com,9766 Rockcrest Ave. ,"San Angelo, TX",TX,76901,31.4638,-100.437
62,Alica,Hunter,NULL,alica.hunter@hotmail.com,8 San Juan Drive ,"East Elmhurst, NY",NY,11369,42.57,-73.38
63,Tenisha,Lyons,NULL,tenisha.lyons@aol.com,78 E. Rock Creek Street ,"Amityville, NY",NY,11701,40.53,-73.02
64,Bobbie,Foster,NULL,bobbie.foster@yahoo.com,988 Pineknoll Ave. ,"Desoto, TX",TX,75115,33.65,-97.65
65,Kanesha,Vega,NULL,kanesha.vega@gmail.com,771 E. Oxford Drive ,"Rome, NY",NY,13440,43.2,-77.2
66,Lorrie,Becker,NULL,lorrie.becker@yahoo.com,19 North Court ,"Garland, TX",TX,75043,32.93,-96.93
67,Tommie,Melton,(916) 802-2952,tommie.melton@gmail.com,8 West Old York St. ,"Sacramento, CA",CA,95820,38.5816,-121.4944
68,Jayne,Kirkland,NULL,jayne.kirkland@hotmail.com,7800 Second Lane ,"Rowlett, TX",TX,75088,33.38,-97.38
69,Katelin,Kennedy,NULL,katelin.kennedy@gmail.com,286 Myrtle Lane ,"Rocklin, CA",CA,95677,39.27,-124.77
70,Tomasa,Carson,NULL,tomasa.carson@aol.com,10 Clark Avenue ,"East Elmhurst, NY",NY,11369,42.57,-73.38
71,Takako,Casey,NULL,takako.casey@aol.com,7548 Court Lane ,"Bronx, NY",NY,10451,40.8448,-73.8648
72,Petronila,Norris,NULL,petronila.norris@aol.com,72 South Marshall Lane ,"South El Monte, CA",CA,91733,35.83,-120.33
73,Melanie,Hayes,NULL,melanie.hayes@msn.com,5 N. Hall Dr. ,"Liverpool, NY",NY,13090,43.7,-77.2
74,Georgeann,Waller,NULL,georgeann.waller@yahoo.com,9797 Bald Hill Ave. ,"North Tonawanda, NY",NY,14120,43.1,-78.9
75,Abby,Gamble,NULL,abby.gamble@aol.com,60 Myers Dr. ,"Amityville, NY",NY,11701,40.53,-73.02
76,Parker,Prince,NULL,parker.prince@hotmail.com,21 Sulphur Springs Drive ,"Port Jefferson Station, NY",NY,11776,42.78,-73.52
77,Keri,Bridges,NULL,keri.bridges@gmail.com,8504 Brickell Ave. ,"Richardson, TX",TX,75080,33.3,-97.3
78,Chi,Goff,NULL,chi.goff@aol.com,3 W. Glen Ridge Avenue ,"Palos Verdes Peninsula, CA",CA,90274,36.24,-120.74
79,Ashanti,Parks,NULL,ashanti.parks@hotmail.com,846 N. Helen St. ,"Baldwin, NY",NY,11510,40.8,-73.2
80,Sarai,Mckee,(716) 912-8110,sarai.mckee@msn.com,641 Glenwood Avenue ,"Buffalo, NY",NY,14215,42.8864,-78.8784
81,Zina,Bonner,NULL,zina.bonner@hotmail.com,9312 8th Street ,"San Lorenzo, CA",CA,94580,38.3,-122.8
82,Lizzie,Joyner,NULL,lizzie.joyner@msn.com,8541 Roberts St. ,"Coachella, CA",CA,92236,35.86,-119.36
83,Tiesha,Daniel,NULL,tiesha.daniel@yahoo.com,6 West Bohemia Lane ,"Scarsdale, NY",NY,10583,40.9893,-73.7785
84,Armand,Whitehead,NULL,armand.whitehead@hotmail.com,639 Harvey St. ,"Lindenhurst, NY",NY,11757,42.21,-73.14
85,Teofila,Fischer,NULL,teofila.fischer@aol.com,1 West Brickyard St. ,"Huntington Station, NY",NY,11746,41.88,-73.92
86,Lissa,Vargas,NULL,lissa.vargas@yahoo.com,517 Victoria Ave. ,"Oswego, NY",NY,13126,43.06,-76.78
87,Yan,Mcgowan,NULL,yan.mcgowan@msn.com,8960 Newport Ave. ,"Duarte, CA",CA,91010,33.6,-119.1
88,Titus,Bullock,NULL,titus.bullock@gmail.com,29 Oxford Avenue ,"Hollis, NY",NY,11423,41.19,-73.46
89,Arvilla,Osborn,NULL,arvilla.osborn@gmail.com,60 Acacia Lane ,"Upland, CA",CA,91784,36.34,-120.84
90,Marjorie,Logan,NULL,marjorie.logan@msn.com,95 Grandrose St. ,"Franklin Square, NY",NY,11010,40.8,-73.2
91,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,"San Diego, CA",CA,92111,32.7157,-117.1611
92,Tena,Cruz,NULL,tena.cruz@yahoo.com,1 South St. ,"Farmingdale, NY",NY,11735,41.55,-73.7
93,Corrina,Sawyer,(248) 370-1364,corrina.sawyer@yahoo.com,95 Briarwood Lane ,"Troy, NY",NY,12180,42.0,-76.0
94,Sharyn,Hopkins,NULL,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,"Baldwinsville, NY",NY,13027,43.07,-76.81
95,Letitia,Franco,NULL,letitia.franco@aol.com,607 Lakeview Drive ,"Saratoga Springs, NY",NY,12866,42.0,-76.0
96,Floretta,Higgins,NULL,floretta.higgins@hotmail.com,870 Lilac Dr. ,"Bayside, NY",NY,11361,42.33,-73.22
97,Louanne,Martin,NULL,louanne.martin@hotmail.com,1 Campfire Ave. ,"Yuba City, CA",CA,95993,42.43,-124.93
98,Violet,Valenzuela,NULL,violet.valenzuela@msn.com,8668 Piper Street ,"Plattsburgh, NY",NY,12901,42.0,-76.0
99,Carie,Kidd,NULL,carie.kidd@yahoo.com,6 East Clinton Street ,"Monroe, NY",NY,10950,41.3304,-74.1865
100,Kellie,Franco,NULL,kellie.franco@yahoo.com,444 South Walnut Rd. ,"Commack, NY",NY,11725,41.25,-73.5
101,Nichelle,Howell,NULL,nichelle.howell@aol.com,7670 Forest St. ,"Scarsdale, NY",NY,10583,40.9893,-73.7785
102,Marisol,Goodman,NULL,marisol.goodman@gmail.com,864 East Cherry St. ,"Canandaigua, NY",NY,14424,42.887,-77.2808
103,Sylvie,Wilkerson,NULL,sylvie.wilkerson@yahoo.com,750 Central Ave. ,"Syosset, NY",NY,11791,43.23,-73.82
104,Katharina,Bates,NULL,katharina.bates@gmail.com,54 South Greenview Drive ,"Campbell, CA",CA,95008,37.2872,-121.95
105,Marget,Hodge,NULL,marget.hodge@msn.com,7199 Selby Lane ,"Woodhaven, NY",NY,11421,41.13,-73.42
106,Raul,Melendez,NULL,raul.melendez@hotmail.com,9772 Manhattan St. ,"Elmhurst, NY",NY,11373,42.69,-73.46
107,Cecil,Hopper,NULL,cecil.hopper@yahoo.com,471 Glenlake Ave. ,"Central Islip, NY",NY,11722,41.16,-73.44
108,Shae,Hickman,NULL,shae.hickman@hotmail.com,740 Pin Oak Street ,"Floral Park, NY",NY,11001,40.7237,-73.7046
109,Monica,Sears,(408) 704-8863,monica.sears@aol.com,57 Glenholme St. ,"San Jose, CA",CA,95127,37.3382,-121.8863
110,Ollie,Zimmerman,(657) 648-2863,ollie.zimmerman@yahoo.com,69 Wood Rd. ,"Anaheim, CA",CA,92806,36.56,-119.06
111,Shila,White,NULL,shila.white@msn.com,94 Lakeshore Street ,"Orchard Park, NY",NY,14127,42.7664,-78.7439
112,Yuk,Vega,NULL,yuk.vega@yahoo.com,413 Wood St. ,"West Hempstead, NY",NY,11552,42.06,-73.04
113,Eliana,Silva,NULL,eliana.silva@gmail.com,7119 Summer Rd. ,"Farmingdale, NY",NY,11735,41.55,-73.7
114,Thalia,Horne,NULL,thalia.horne@yahoo.com,9312 Harvard Street ,"Amityville, NY",NY,11701,40.53,-73.02
115,Rey,Lindsay,NULL,rey.lindsay@gmail.com,16 Philmont St. ,"Monroe, NY",NY,10950,41.3304,-74.1865
116,Merlene,Vinson,NULL,merlene.vinson@gmail.com,431 Vine Dr. ,"Euless, TX",TX,76039,30.0,-97.0
117,Dacia,William,NULL,dacia.william@msn.com,62 Cypress Drive ,"Sugar Land, TX",TX,77478,29.6196,-95.6349
118,Le,Wood,NULL,le.wood@yahoo.com,90 Primrose Dr. ,"Pittsford, NY",NY,14534,43.24,-79.18
119,Thalia,Dillard,NULL,thalia.dillard@yahoo.com,987 NE. Gates Street ,"San Angelo, TX",TX,76901,31.4638,-100.437
120,Luz,House,(559) 114-2580,luz.house@gmail.com,491 Railroad Street ,"Fresno, CA",CA,93706,36.7378,-119.7871
121,Lucy,Woods,NULL,lucy.woods@gmail.com,8437 West Rockaway St. ,"Palos Verdes Peninsula, CA",CA,90274,36.24,-120.74
122,Shena,Carter,NULL,shena.carter@yahoo.com,72 University Road ,"Howard Beach, NY",NY,11414,40.6573,-73.8343
123,Robena,Hill,(361) 598-4414,robena.hill@hotmail.com,263 Cross St. ,"Corpus Christi, TX",TX,78418,30.0,-97.0
124,Jeni,Booker,NULL,jeni.booker@gmail.com,546 Railroad Dr. ,"South El Monte, CA",CA,91733,35.83,-120.33
125,Herlinda,Stone,NULL,herlinda.stone@msn.com,725 Gulf St. ,"Canandaigua, NY",NY,14424,42.887,-77.2808
126,Lavina,Dejesus,NULL,lavina.dejesus@msn.com,59 E. Valley Avenue ,"Newburgh, NY",NY,12550,42.0,-76.0
127,Erlinda,Nielsen,NULL,erlinda.nielsen@aol.com,728 Oxford Lane ,"Maspeth, NY",NY,11378,42.84,-73.56
128,Terrance,Lynn,NULL,terrance.lynn@yahoo.com,91 East Buckingham Drive ,"Plattsburgh, NY",NY,12901,42.0,-76.0
129,Walton,Dejesus,NULL,walton.dejesus@yahoo.com,15 Washington Rd. ,"Lockport, NY",NY,14094,43.84,-79.38
130,Wes,Stanton,(248) 247-5074,wes.stanton@msn.com,8662 Tunnel Street ,"Troy, NY",NY,12180,42.0,-76.0
131,Tanesha,Hampton,NULL,tanesha.hampton@hotmail.com,19 Belmont Ave. ,"Syosset, NY",NY,11791,43.23,-73.82
132,Boyd,Irwin,NULL,boyd.irwin@hotmail.com,221 Whitemarsh St. ,"Hamburg, NY",NY,14075,43.65,-79.0
133,Delbert,Wilkins,NULL,delbert.wilkins@aol.com,420 Greenview St. ,"Coram, NY",NY,11727,41.31,-73.54
134,Brianna,Moss,(516) 156-8031,brianna.moss@msn.com,4 Longfellow St. ,"Hempstead, NY",NY,11550,42.0,-73.0
135,Dorthey,Jackson,(281) 926-8010,dorthey.jackson@msn.com,9768 Brookside St. ,"Houston, TX",TX,77016,29.7604,-95.3698
136,Sarita,Parks,NULL,sarita.parks@msn.com,7809 Second Lane ,"Forney, TX",TX,75126,32.7482,-96.4719
137,Shonta,Mercer,NULL,shonta.mercer@aol.com,319 NE. La Sierra Avenue ,"Massapequa, NY",NY,11758,42.24,-73.16
138,Jone,Bernard,(657) 536-5165,jone.bernard@hotmail.com,99 Longbranch Court ,"Anaheim, CA",CA,92806,36.56,-119.06
139,Wanita,Davenport,NULL,wanita.davenport@aol.com,525 Dogwood Ave. ,"Spring Valley, NY",NY,10977,42.81,-73.54
140,Cleopatra,Tate,NULL,cleopatra.tate@aol.com,97 N. Glenwood St. ,"East Elmhurst, NY",NY,11369,42.57,-73.38
141,Ramiro,Byers,NULL,ramiro.byers@gmail.com,16 Pleasant St. ,"Saint Albans, NY",NY,11412,40.86,-73.24
142,Nicholas,Vazquez,NULL,nicholas.vazquez@hotmail.com,9 Roosevelt Street ,"West Hempstead, NY",NY,11552,42.06,-73.04
143,Janae,Doyle,NULL,janae.doyle@gmail.com,760 Rose Ave. ,"Jackson Heights, NY",NY,11372,40.7557,-73.8831
144,Hans,Price,NULL,hans.price@hotmail.com,51 Glendale Road ,"Port Chester, NY",NY,10573,42.69,-73.46
145,Miquel,Neal,NULL,miquel.neal@hotmail.com,9564 Deerfield Lane ,"Staten Island, NY",NY,10301,40.53,-73.02
146,Stefany,Potter,NULL,stefany.potter@gmail.com,256 South Academy St. ,"Saratoga Springs, NY",NY,12866,42.0,-76.0
147,Bernetta,Marquez,NULL,bernetta.marquez@hotmail.com,626 E. Dunbar Street ,"Smithtown, NY",NY,11787,40.8559,-73.2007
148,Julee,Woodard,NULL,julee.woodard@yahoo.com,869 Summerhouse Dr. ,"Richmond Hill, NY",NY,11418,40.6996,-73.8302
149,Meredith,Bryan,NULL,meredith.bryan@hotmail.com,8935 E. Oxford St. ,"Spring Valley, NY",NY,10977,42.81,-73.54
150,Weldon,Michael,NULL,weldon.michael@hotmail.com,9952 Nut Swamp St. ,"Huntington, NY",NY,11743,41.79,-73.86
151,Joesph,Delacruz,NULL,joesph.delacruz@aol.com,184 Cypress Street ,"Atwater, CA",CA,95301,37.3477,-120.609
152,Katherina,Odom,NULL,katherina.odom@yahoo.com,897 N. Oak Drive ,"Plainview, NY",NY,11803,40.59,-73.06
153,Laraine,Robbins,NULL,laraine.robbins@yahoo.com,8214 E. Pin Oak Lane ,"San Angelo, TX",TX,76901,31.4638,-100.437
154,Jenise,Preston,NULL,jenise.preston@yahoo.com,9 Littleton Drive ,"Helotes, TX",TX,78023,30.0,-97.0
155,Lory,Page,NULL,lory.page@hotmail.com,58 Summerhouse Street ,"Bay Shore, NY",NY,11706,40.68,-73.12
156,Charlyn,Cantrell,NULL,charlyn.cantrell@yahoo.com,8756 Euclid St. ,"West Islip, NY",NY,11795,43.35,-73.9
157,Carola,Rodriquez,NULL,carola.rodriquez@hotmail.com,9433 Heritage Lane ,"Banning, CA",CA,92220,35.7,-119.2
158,Alane,Kennedy,NULL,alane.kennedy@yahoo.com,34 Green Lake Street ,"Spring Valley, NY",NY,10977,42.81,-73.54
159,Regina,Burns,NULL,regina.burns@aol.com,713 Buckingham St. ,"Garland, TX",TX,75043,32.93,-96.93
160,Omer,Estrada,NULL,omer.estrada@gmail.com,9 Honey Creek Street ,"Rowlett, TX",TX,75088,33.38,-97.38
161,Crystle,Gilliam,NULL,crystle.gilliam@yahoo.com,86 Edgewater Road ,"Smithtown, NY",NY,11787,40.8559,-73.2007
162,Kam,Wilder,NULL,kam.wilder@hotmail.com,500 West Clay Ave. ,"Newburgh, NY",NY,12550,42.0,-76.0
163,Margert,Stevens,NULL,margert.stevens@aol.com,502 North Poplar St. ,"Rome, NY",NY,13440,43.2,-77.2
164,Tomika,Larson,NULL,tomika.larson@yahoo.com,254 Canal St. ,"Woodside, NY",NY,11377,42.81,-73.54
165,Jeromy,Burch,(408) 955-8238,jeromy.burch@msn.com,889 Mulberry Street ,"San Jose, CA",CA,95127,37.3382,-121.8863
166,Lena,Mills,NULL,lena.mills@yahoo.com,42 Homestead St. ,"Woodhaven, NY",NY,11421,41.13,-73.42
167,Loreta,Johnston,NULL,loreta.johnston@yahoo.com,39 Lafayette Dr. ,"Spring Valley, NY",NY,10977,42.81,-73.54
168,Nettie,Mcdaniel,NULL,nettie.mcdaniel@hotmail.com,7004 E. Wakehurst St. ,"South Ozone Park, NY",NY,11420,41.1,-73.4
169,Karla,Kirk,NULL,karla.kirk@yahoo.com,9718 Harvard Rd. ,"Palos Verdes Peninsula, CA",CA,90274,36.24,-120.74
170,Regine,Gonzales,(805) 763-4045,regine.gonzales@gmail.com,798 Court Drive ,"Oxnard, CA",CA,93035,36.7,-119.7
171,Miriam,Baker,NULL,miriam.baker@hotmail.com,90 Studebaker St. ,"Uniondale, NY",NY,11553,40.7001,-73.5929
172,Jeanie,Kirkland,NULL,jeanie.kirkland@aol.com,7643 Old Theatre St. ,"Santa Clara, CA",CA,95050,38.0,-124.5
173,Marquerite,Dawson,NULL,marquerite.dawson@gmail.com,37 Hamilton Court ,"Garland, TX",TX,75043,32.93,-96.93
174,Babara,Ochoa,NULL,babara.ochoa@aol.com,872 Smith Store St. ,"Scarsdale, NY",NY,10583,40.9893,-73.7785
175,Nova,Hess,NULL,nova.hess@msn.com,773 South Lafayette St. ,"Duarte, CA",CA,91010,33.6,-119.1
176,Carley,Reynolds,NULL,carley.reynolds@gmail.com,2 Snake Hill Drive ,"South El Monte, CA",CA,91733,35.83,-120.33
177,Carissa,Foreman,NULL,carissa.foreman@msn.com,69C N. Ridge Rd. ,"Maspeth, NY",NY,11378,42.84,-73.56
178,Genoveva,Tyler,(212) 152-6381,genoveva.tyler@gmail.com,8121 Windfall Ave. ,"New York, NY",NY,10002,40.7128,-74.006
179,Deane,Sears,NULL,deane.sears@hotmail.com,3 Bradford Court ,"Pittsford, NY",NY,14534,43.24,-79.18
180,Karey,Steele,NULL,karey.steele@gmail.com,8879 Kent Lane ,"Farmingdale, NY",NY,11735,41.55,-73.7
181,Olevia,Pitts,NULL,olevia.pitts@gmail.com,39 Fieldstone Drive ,"Redondo Beach, CA",CA,90278,33.8492,-118.3884
182,Jenniffer,Bullock,NULL,jenniffer.bullock@msn.com,38 Oxford Avenue ,"Bay Shore, NY",NY,11706,40.68,-73.12
183,Jeniffer,Ratliff,NULL,jeniffer.ratliff@gmail.com,510 Rocky River Court ,"Floral Park, NY",NY,11001,40.7237,-73.7046
184,Klara,Stanley,NULL,klara.stanley@aol.com,603 Mechanic St. ,"Webster, NY",NY,14580,43.2123,-77.43
185,Morton,Lee,NULL,morton.lee@yahoo.com,313 Ridge St. ,"San Angelo, TX",TX,76901,31.4638,-100.437
186,Ken,Charles,NULL,ken.charles@msn.com,9124 W. Piper Lane ,"Monsey, NY",NY,10952,41.1112,-74.0682
187,Hedwig,Paul,NULL,hedwig.paul@msn.com,422 Manor Ave. ,"Apple Valley, CA",CA,92307,36.57,-120.07
188,Sharla,Flynn,(805) 478-7724,sharla.flynn@hotmail.com,7 Brown Drive ,"Oxnard, CA",CA,93035,36.7,-119.7
189,Damian,Dawson,NULL,damian.dawson@hotmail.com,528 St Margarets Street ,"Liverpool, NY",NY,13090,43.7,-77.2
190,Toya,Pratt,(562) 218-6405,toya.pratt@yahoo.com,485 San Pablo Drive ,"Long Beach, NY",NY,11561,40.5887,-73.6579
191,Graciela,Barber,(805) 656-6987,graciela.barber@hotmail.com,1 E. Young St. ,"Oxnard, CA",CA,93035,36.7,-119.7
192,Bong,Hebert,NULL,bong.hebert@gmail.com,545 Brook St. ,"Torrance, CA",CA,90505,33.8358,-118.3406
193,Ayanna,Rhodes,NULL,ayanna.rhodes@msn.com,7425 Pheasant St. ,"Hicksville, NY",NY,11801,40.53,-73.02
194,Dorine,Roberson,NULL,dorine.roberson@msn.com,396 Meadowbrook Lane ,"Santa Cruz, CA",CA,95060,38.1,-124.6
195,Addie,Hahn,NULL,addie.hahn@hotmail.com,8165 Baker Ave. ,"Franklin Square, NY",NY,11010,40.8,-73.2
196,Edythe,Valencia,NULL,edythe.valencia@yahoo.com,9346 Wall St. ,"North Tonawanda, NY",NY,14120,43.1,-78.9
197,Andy,O'neill,NULL,andy.o'neill@msn.com,9544 Mulberry Drive ,"Rego Park, NY",NY,11374,42.72,-73.48
198,Luis,Tyler,NULL,luis.tyler@gmail.com,9568 Campfire Circle ,"Amarillo, TX",TX,79106,30.0,-97.0
199,Clelia,Workman,NULL,clelia.workman@yahoo.com,620 North Somerset St. ,"New Windsor, NY",NY,12553,42.0,-76.0
200,Ashely,Holmes,NULL,ashely.holmes@aol.com,45 High Ridge Ave. ,"Farmingdale, NY",NY,11735,41.55,-73.7
201,Candis,Harding,NULL,candis.harding@gmail.com,33 NW. Cambridge Ave. ,"Ballston Spa, NY",NY,12020,43.0009,-73.849
202,Marni,Bolton,(717) 670-6268,marni.bolton@msn.com,7469 Plymouth Ave. ,"Lancaster, NY",NY,14086,43.76,-79.22
203,Minerva,Decker,(281) 271-6390,minerva.decker@yahoo.com,794 Greenrose Street ,"Houston, TX",TX,77016,29.7604,-95.3698
204,Alpha,King,NULL,alpha.king@hotmail.com,14 Henry Smith St. ,"Rockville Centre, NY",NY,11570,42.6,-73.4
205,Harris,Pittman,NULL,harris.pittman@yahoo.com,404 Cherry Hill Road ,"Jamaica, NY",NY,11432,41.46,-73.64
